number,title,state,outcome_detail,opened_at_utc,merged_at_utc,closed_at_utc,merged_by,closed_by,url,merge_sha,retained_commit_count,retained_commit_author_counts,has_maintainer_authored_commit,force_push_events,merge_has_test_file_changes,review_highlight,later_follow_up,linked_issue_numbers,retained_commit_urls,source_file_overlap_with_later_noncohort_commits
7730,fix(NodeHttpServer): forward custom and empty status text,MERGED,merged,2026-09-02T21:03:40Z,2026-09-03T04:53:04Z,2026-09-03T04:53:04Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7730,e406217f8c12f95626e72bb2b23054d8483b1009,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits forwarding custom and explicitly empty status text across writeHead paths.,No specific later follow-up identified.,7729,https://github.com/Effect-TS/effect/commit/807a0b30a6c87ab45eac76748762f49d915a0a91; https://github.com/Effect-TS/effect/commit/f39223491614723cd40e307d23b6a9c3adc6c89f,1e92dbd26f5a74bb32103cbaac0f09460b7954de
7732,fix(sql-sqlite-do): classify streaming storage failures as SqlError,MERGED,merged,2026-09-02T21:03:43Z,2026-09-03T05:11:49Z,2026-09-03T05:11:49Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7732,412bc408a11731b5326cfba7a8b2ead81c1431f2,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated the storage-defect reproduction and simplified driver-iterator error capture before downstream row transformations.,No specific later follow-up identified.,7731,https://github.com/Effect-TS/effect/commit/a3b5f4e94a48f7790ec2c6534e858b5b6603fc52; https://github.com/Effect-TS/effect/commit/7bdaec31ff0bb351ee49ae9d5866637e4073bde5; https://github.com/Effect-TS/effect/commit/9cb9b887f9954f9c4524634f09feb255f3e169fa,
7734,fix(sql-pg): honor explicit SSL overrides for URL modes,MERGED,merged,2026-09-02T21:03:47Z,2026-09-03T04:52:11Z,2026-09-03T04:52:11Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7734,fe3830add4734f942d495499ef22fb21a00d4cd0,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits allowing prefer/allow URL modes when an explicit SSL override is supplied.,No specific later follow-up identified.,7733,https://github.com/Effect-TS/effect/commit/46166df9df2c4fb4d63da02046a2be3b6b009bd9; https://github.com/Effect-TS/effect/commit/265822b7a3922213fadba29fb2e17e0b361e7ea9,
7736,fix(BrowserHttpClient): support readers in ArrayBuffer mode,MERGED,merged,2026-09-02T21:03:51Z,2026-09-03T04:53:37Z,2026-09-03T04:53:37Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7736,736c882a45b6278a1a0fc773987aaf69a752ca12,2,kitlangton=1; tim-smart=1,True,0,True,"Tim simplified ArrayBuffer-mode text, JSON and stream reader coverage.",No specific later follow-up identified.,7735,https://github.com/Effect-TS/effect/commit/24641d6c491d879a11cfce7a9d34f248c4a9869b; https://github.com/Effect-TS/effect/commit/032941f83c665f1af54d21193b297ab797a50dcd,ca6f0dc4fcea564b351bf505df015d16a8b965ed
7738,fix(effect): retain completed non-streaming tool approval results,MERGED,merged,2026-09-02T22:14:13Z,2026-09-03T04:54:17Z,2026-09-03T04:54:17Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7738,49e39010ff84acbde32c50d559a2f76426cf830e,1,tim-smart=1,True,1,True,The retained branch is a single Tim-authored fix retaining completed approval results in returned Chat responses to prevent replay.,No specific later follow-up identified.,7737,https://github.com/Effect-TS/effect/commit/f88518af30031c17e42e9b9849923ff98128dcd3,
7740,fix(effect): forward fallback atom writes to the primary atom,MERGED,merged,2026-09-02T22:14:17Z,2026-09-03T04:54:48Z,2026-09-03T04:54:48Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7740,3f51acdf5e2490d7d0a833cd67ce06d1d867facd,3,kitlangton=1; tim-smart=2,True,0,True,Tim added focused primary-atom write-forwarding coverage and tightened the changeset.,No specific later follow-up identified.,7739,https://github.com/Effect-TS/effect/commit/b658099b6df5a85d89c7ed42459a88d542c6c972; https://github.com/Effect-TS/effect/commit/d2804f65a32de34f1d8bfb4ae3ebb473e642a7e7; https://github.com/Effect-TS/effect/commit/54b54543764f53bef188bab3993f2573d117e3f1,4907e9b2470894ddaf0cbdec2612b59f04a51dbe
7742,fix(effect): tolerate repeated reactivity keys during query cleanup,MERGED,merged,2026-09-02T22:14:21Z,2026-09-03T04:55:25Z,2026-09-03T04:55:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7742,84d2a470ecc0fcad7f1d1e7a50464e02af0e6972,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated and then minimized the repeated-reactivity-key cleanup regression.,No specific later follow-up identified.,7741,https://github.com/Effect-TS/effect/commit/01c65eb1daab616d2794f7507f2be47521018a3e; https://github.com/Effect-TS/effect/commit/293caa3b75e614f29cec3a738d8ec2541dd0cc5a; https://github.com/Effect-TS/effect/commit/bba6d89a3463bd1000be7e418c7f45d03a7b76f5,
7744,fix(atom-react): preserve notifications after switching refs,MERGED,merged,2026-09-02T22:14:24Z,2026-09-03T04:57:01Z,2026-09-03T04:57:01Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7744,474860b4629ca2d01f7bff8f310bce3f3f35c42c,3,kitlangton=1; tim-smart=2,True,0,True,Tim replaced broader fixtures with a small DOM reproduction of the 0-to-1-to-0 ref-switch notification failure.,No specific later follow-up identified.,7743,https://github.com/Effect-TS/effect/commit/2d523219837158b5082de18078bd1a550fb8c130; https://github.com/Effect-TS/effect/commit/920399480909aab7141810787e5f5b3bc7f112bd; https://github.com/Effect-TS/effect/commit/d031a431d66ef91ad1b6ce85a60d92a21dbb2635,
7746,fix(atom-vue): publish the selected ref's current value,MERGED,merged,2026-09-02T22:14:28Z,2026-09-03T01:16:23Z,2026-09-03T01:16:23Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7746,74ff5c31380db8816006bad7031e0a76032dcc08,2,kitlangton=1; tim-smart=1,True,0,True,"Tim narrowed the Vue ref-switch regression; subscribe first, then publish the selected ref's current value.",No specific later follow-up identified.,7745,https://github.com/Effect-TS/effect/commit/10665d25ea63677aced01abd0d70cde8dc5bd5cf; https://github.com/Effect-TS/effect/commit/e567ddf3ff4d6c96d5c5802bdea1e73c61f965b5,
7748,fix(effect): encode tool results using their known result branch,MERGED,merged,2026-09-02T22:14:32Z,2026-09-03T06:43:03Z,2026-09-03T06:43:03Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7748,56e72b38c01bbe6ec921ad151f83b7849444f219,3,tim-smart=3,True,1,True,The retained branch is Tim-authored reproduction/fix/refactor commits selecting success/failure/AiError encoders explicitly and removing an unused decoder.,"Code-traced follow-up: [#8106](https://github.com/Effect-TS/effect/pull/8106), merged September 7, enforces isFailure in Response codecs and shares Tool.failureResultSchema with Toolkit. It extends failure handling to AiError and denied/interrupted execution results, replacing the separate failure/AiError encoder choice introduced here.",7747,https://github.com/Effect-TS/effect/commit/88d0b088239396e0fa0ac3a8fd7f5d324fa7ab03; https://github.com/Effect-TS/effect/commit/508ce40401ea0faeaaf0abfa407c5be21ebb80be; https://github.com/Effect-TS/effect/commit/1a8fb7e2b73882684056f96c2cbfc6c63ff5eb5a,39b9738727ab4d87298fd640edd138f352c70ee3
7750,fix(effect): clear stale dynamic tool schemas when replacing parameters,MERGED,merged,2026-09-02T22:14:36Z,2026-09-03T05:08:13Z,2026-09-03T05:08:13Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7750,b64f406de13a1b9da4664dbde2dbddaa5f776a05,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated advertised parameter-schema replacement and clarified the release note.,No specific later follow-up identified.,7749,https://github.com/Effect-TS/effect/commit/b8a015d0737c4cc94a561c8566b7cff9a57f5cd4; https://github.com/Effect-TS/effect/commit/1f8dea32e5b9f0bd159196ca26e4f27793b3a9cf; https://github.com/Effect-TS/effect/commit/3b2caa2b729d2ced852e56ca187da7472f103453,39b9738727ab4d87298fd640edd138f352c70ee3
7752,fix(docgen): preserve alias names and declared type parameters,MERGED,merged,2026-09-02T22:14:40Z,2026-09-03T05:02:58Z,2026-09-03T05:02:58Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7752,f01b8ad9199df7ac617052a2d7f0f2a9d627c2a9,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated alias-signature loss and landed source-declared alias names and type parameters.,No specific later follow-up identified.,7751,https://github.com/Effect-TS/effect/commit/c6d70529cdcae99a3909090c985eed11f7a13158; https://github.com/Effect-TS/effect/commit/bd9004a70b283b9ee7d682c3e9364a1c8f8e533a; https://github.com/Effect-TS/effect/commit/abd32ce342f5a4a37e63d048636c33b52a3a5787,
7754,fix(doctest): preserve statement boundaries after generated assertions,MERGED,merged,2026-09-02T22:14:43Z,2026-09-03T01:14:29Z,2026-09-03T01:14:29Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7754,d902f1fd92dba535ebcf220163e9fe0871210013,2,kitlangton=1; tim-smart=1,True,0,True,Tim added focused execution coverage for statement boundaries after generated assertions.,No specific later follow-up identified.,7753,https://github.com/Effect-TS/effect/commit/00332a8b91dd80fb145cb4820421f106f9af2f95; https://github.com/Effect-TS/effect/commit/7bf0ee5dadd9ffcb7190fd4ac3654d3ba4c8aca7,
7756,fix(ai-openai): preserve image strings in OpenAI and compatible requests,MERGED,merged,2026-09-02T22:14:47Z,2026-09-03T01:12:08Z,2026-09-03T01:12:08Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7756,685275058aea20b139498bba7eedd151f5638d7b,3,tim-smart=3,True,1,True,Tim rebuilt the retained branch as reproduction/fix commits and further preserved HTTP(S) image URL strings alongside data URLs and base64.,No specific later follow-up identified.,7755,https://github.com/Effect-TS/effect/commit/c2a4dcdb48fc71361fd0d6fd66317018c43d78e5; https://github.com/Effect-TS/effect/commit/bc96b6f4652ab464589d5d9fc7f497a2f5dd27dc; https://github.com/Effect-TS/effect/commit/9e3e332d55724f8aef3a9cc96968c51abd4ea9e1,0b935848082dd178db8278bff52a2cd07e5bf69a
7758,fix(ai-anthropic): preserve base64 image string payloads,MERGED,merged,2026-09-02T22:14:50Z,2026-09-03T05:20:27Z,2026-09-03T05:20:27Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7758,8479f4e91f67209106ad34af0b665ebce2b15f1c,3,kitlangton=1; tim-smart=2,True,2,True,Tim isolated outgoing Anthropic double-encoding and landed preservation of base64 strings.,No specific later follow-up identified.,7757,https://github.com/Effect-TS/effect/commit/67a9b3643bcb36bd2540b2617679e3bf12116586; https://github.com/Effect-TS/effect/commit/2dbc08474e7181ca2abb32bad290dfffa85be787; https://github.com/Effect-TS/effect/commit/3eb94c4a659155c7b65c1cef0f1c7ff26b0f885b,8f3ea0d0054cbf9f7700e82e0801b8fe4c511bc1; ad8e9ad7aff4a4ff50886db2c48b4d136c3d5980
7760,fix(opentelemetry): preserve negative counter deltas in both exporters,MERGED,merged,2026-09-02T22:14:54Z,2026-09-03T04:47:05Z,2026-09-03T04:47:05Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7760,b505c0db03e86eb126237690a5867f457eb4237f,3,kitlangton=1; tim-smart=2,True,0,True,Tim moved and reduced the negative-counter regression; incremental reset handling remains distinct from non-incremental decreases.,No specific later follow-up identified.,7759,https://github.com/Effect-TS/effect/commit/92aa83b8497b903358e597968cec51570d05cd61; https://github.com/Effect-TS/effect/commit/d00f40efe1017897888c5698987a3cd6928e7f0e; https://github.com/Effect-TS/effect/commit/7ed737f4e99a4d285fcb78f899c3f2570d14411a,a9d1ee3d4d51e97ea33440fe6100935d5fd5aada
7762,fix(opentelemetry): use collection interval starts for delta metrics,MERGED,merged,2026-09-02T22:14:57Z,2026-09-03T05:19:58Z,2026-09-03T05:19:58Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7762,ab07e661440ec4002fa873dd3f4097600c12aff8,2,kitlangton=1; tim-smart=1,True,2,True,Tim consolidated interval-timestamp regressions into the main Metric suite.,No specific later follow-up identified.,7761,https://github.com/Effect-TS/effect/commit/55c301f347fc5b965d75f372b947d8b5afc3f6ac; https://github.com/Effect-TS/effect/commit/0e95d468e8ca916bb45ec5e81abde957ef718198,
7764,fix(ai-openrouter): retain normalized tool-call finish reasons,MERGED,merged,2026-09-02T22:15:01Z,2026-09-03T01:13:38Z,2026-09-03T01:13:38Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7764,62945c1bafdf9dae2221eeda9cc705c0154c698c,2,kitlangton=1; tim-smart=1,True,0,True,"Tim consolidated OpenRouter finish-reason coverage, including guards and non-streaming behavior.",No specific later follow-up identified.,7763,https://github.com/Effect-TS/effect/commit/0e1b31cf507a203bd35ff7ae31a5b9456eb71a19; https://github.com/Effect-TS/effect/commit/e1f89fa2ca9c8f4e610b0669c37b5ab1b0f15ad3,98592a2373ae3b7acd541905ec3696dfbd44453a; 0b935848082dd178db8278bff52a2cd07e5bf69a
7766,fix(PersistedCache): persist synchronous lookup defects,MERGED,merged,2026-09-02T22:15:05Z,2026-09-03T05:03:32Z,2026-09-03T05:03:32Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7766,3a0828b058abb4b4646bd880458b4e636d77d1c3,3,kitlangton=1; tim-smart=2,True,0,True,Tim moved the persistence regression into Cache.test.ts and simplified the changeset.,No specific later follow-up identified.,7765,https://github.com/Effect-TS/effect/commit/577595ff2d065d1425f66c1ec3a8f1486fcca401; https://github.com/Effect-TS/effect/commit/47d56d3af4b02ec14eaa3ab0f0c121d5265676f8; https://github.com/Effect-TS/effect/commit/0e908508b753e7dba51eef6183d5a263ca431939,
7768,fix(openapi-generator): encode declared form-urlencoded requests,MERGED,merged,2026-09-02T22:15:09Z,2026-09-03T04:48:58Z,2026-09-03T04:48:58Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7768,c8072b6c4af75f93fc286912b3bc7ff5ce67f349,2,tim-smart=2,True,1,True,The retained branch is Tim-authored reproduction/fix commits covering all six generated form-request variants.,Confirmed test/CI follow-up: [#7845](https://github.com/Effect-TS/effect/pull/7845) merged September 3. Sebastian replaced this PR's Node/Babel generated-client test helper with Rolldown while expanding Bun CI coverage. The [backchannel](backchannel.md#1038-am-through-114-pm-image-5) reports the failure; the later passing investigation tested a revision already containing the repair.,7767,https://github.com/Effect-TS/effect/commit/beb627e42e083a6aa7ea024257162278730a396a; https://github.com/Effect-TS/effect/commit/32a4ab65087fdda368b978213f5b7bdd0e4e01b1,ad072007127dcfd394ff6b13e584ee5bd58f1373
7770,fix(openapi-generator): convert multipart record payloads,MERGED,merged,2026-09-02T22:15:14Z,2026-09-03T05:36:49Z,2026-09-03T05:36:49Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7770,ff0f00627e4312544a8bdb3e5e8f16c349889679,2,kitlangton=1; tim-smart=1,True,1,True,Tim added focused generated-client multipart field coverage instead of passing records to a native FormData constructor.,Shared test-helper follow-up: [#7845](https://github.com/Effect-TS/effect/pull/7845) also updates this multipart regression to await Rolldown compilation when replacing the helper introduced by #7768. The production multipart encoding is not changed by that repair.,7769,https://github.com/Effect-TS/effect/commit/63313a7875d077822f0cf1de3ea4f52b40aa4e0a; https://github.com/Effect-TS/effect/commit/ac44729fbea466557f768ffc956e9327f39c1259,ad072007127dcfd394ff6b13e584ee5bd58f1373
7774,fix(Trie): preserve valued nodes during removal,MERGED,merged,2026-09-02T23:59:36Z,2026-09-03T04:43:15Z,2026-09-03T04:43:15Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7774,fc3b7187114a31cbb21a250f55fda601bb3edcf0,3,kitlangton=1; tim-smart=2,True,2,True,Tim isolated the valued-prefix removal reproduction and landed pruning only for valueless childless nodes.,No specific later follow-up identified.,7773,https://github.com/Effect-TS/effect/commit/0a0caa608f6b55d41a4e6b740fe468e47f3d7a67; https://github.com/Effect-TS/effect/commit/003823345fb1735026611e9fbb3acd5239b6cb0b; https://github.com/Effect-TS/effect/commit/23c8256b6e535be0b7401159203575fa1e27a0f5,
7776,fix(MutableList): preserve bulk-prepended values when appending,MERGED,merged,2026-09-03T00:00:25Z,2026-09-03T05:24:03Z,2026-09-03T05:24:03Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7776,f74282cb08de808b678ce67687acbcd61939d2f6,3,kitlangton=1; tim-smart=2,True,2,True,Tim isolated the bulk-prepend/append reproduction and landed first-bucket tail initialization.,No specific later follow-up identified.,7775,https://github.com/Effect-TS/effect/commit/be4aee6781f9d6ae60af98ca1b8a235c8f0012a0; https://github.com/Effect-TS/effect/commit/26a5fc28e436163d03432515ea5aa1f597a688f2; https://github.com/Effect-TS/effect/commit/cc0cd8c17438d6cd3b02fc71c046b761e4266e99,
7778,fix(Optic): preserve deletions through pick and omit,MERGED,merged,2026-09-03T00:00:30Z,2026-09-03T04:40:05Z,2026-09-03T04:40:05Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7778,604b1c109d6c9e654b9b7fcc98d6b80361400325,3,kitlangton=1; tim-smart=2,True,2,True,Tim isolated projection-deletion failures and landed setters that retain only fields outside the focus before replacement.,No specific later follow-up identified.,7777,https://github.com/Effect-TS/effect/commit/252ebf528c2d6e63d97044de729b017c3d885f26; https://github.com/Effect-TS/effect/commit/f9f7e48b714352c6c568b49ae1862337678fd233; https://github.com/Effect-TS/effect/commit/b2dda3f30bfe6c6781e60b87d72668e89062f54c,4372c79a32fcecc7b6b284d49a215b2c4fef9d77
7780,fix(Optic): splice canonical string indices in optionalKey,MERGED,merged,2026-09-03T00:00:34Z,2026-09-03T04:44:40Z,2026-09-03T04:44:40Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7780,ccc2e02def5965f5535ca97fac2051f4387c4e13,2,kitlangton=1; tim-smart=1,True,2,True,Tim narrowed canonical string-index deletion coverage; the initial inline validator was later centralized.,"Code-traced refactor: [#7855](https://github.com/Effect-TS/effect/pull/7855), merged September 3, replaces this inline canonical-index validator with Array.isCanonicalArrayIndex and shares the rule with SchemaGetter.",7779,https://github.com/Effect-TS/effect/commit/bfeeb2e37a58451dffee68ab2d91e02d776e973d; https://github.com/Effect-TS/effect/commit/d081c807926d21f8d50951acc8526a9059b477cf,4372c79a32fcecc7b6b284d49a215b2c4fef9d77
7782,fix(Order): retain finite criteria across comparisons,MERGED,merged,2026-09-03T00:00:39Z,2026-09-03T04:38:28Z,2026-09-03T04:38:28Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7782,14d810a726caad8a7b0d42f04a6876f25fbcc005,2,tim-smart=2,True,3,True,The retained branch is Tim-authored test/fix commits materializing finite one-shot ordering criteria once.,No specific later follow-up identified.,7781,https://github.com/Effect-TS/effect/commit/934c28109b5c3050642d0c700a91225e419a2771; https://github.com/Effect-TS/effect/commit/c775d6a26fbd5d6832d4526a7d864f927ca69d54,
7784,fix(ExecutionPlan): capture while predicate requirements,MERGED,merged,2026-09-03T00:00:45Z,2026-09-03T05:14:02Z,2026-09-03T05:14:02Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7784,d6f9eba7e8df0c8bd74762c313402884d94ba146,2,kitlangton=1; tim-smart=1,True,2,True,Tim focused tests on missing captured services and precedence over conflicting ambient services.,No specific later follow-up identified.,7783,https://github.com/Effect-TS/effect/commit/4d3a5b5bbd8b27bb8fe99e60244170f3f6716bac; https://github.com/Effect-TS/effect/commit/2a272d5317e68c93d3afcbeb633f41fbaae769c4,
7786,fix(Equal): preserve NaN equality in floating-point typed arrays,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T00:22:55Z,,2026-09-03T04:37:55Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7786,,2,kitlangton=1; tim-smart=1,True,2,,Tim revised typed-array element equality before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7785,https://github.com/Effect-TS/effect/commit/3dcdcf900520d0b57752994a6275354d91a1bc77; https://github.com/Effect-TS/effect/commit/c2058b0ae99ec734c9f781061c1929743dcf95a1,
7788,fix(FileSystem): retain the sink write default for undefined flags,MERGED,merged,2026-09-03T00:22:59Z,2026-09-03T04:44:56Z,2026-09-03T04:44:56Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7788,95c2581e0f78e1537aad21764fe562206ca50adb,3,kitlangton=1; tim-smart=2,True,2,False,"Tim narrowed sink-flag coverage, then deleted the standalone sink test file; the undefined-to-write-default fix remained.",No specific later follow-up identified.,7787,https://github.com/Effect-TS/effect/commit/d6a94493c6d599fe79086576a3cedee79abeb87f; https://github.com/Effect-TS/effect/commit/5e0a450be816f626d9377fd1fc40898a4b11bb5e; https://github.com/Effect-TS/effect/commit/fc93a19c166486d27c3e246786b71646651b2f27,4ab4e838a4c9ab3c9cc0d52d3e83de88686601b0; c85fc0b8f2195780929d6fc8ecdc084faf18736c; 93f32c93ca0ba14ac454385796322d0a4a1ef7d7
7790,fix(SynchronizedRef): correct callback-only modifySomeEffect currying,MERGED,merged,2026-09-03T00:23:03Z,2026-09-03T04:19:22Z,2026-09-03T04:19:22Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7790,668082885f52672e4c7fad4e0fe2bfa0e69703e2,2,kitlangton=1; tim-smart=1,True,2,True,Tim focused type/runtime checks on the callback-only curried form and rejected obsolete fallback arguments.,No specific later follow-up identified.,7789,https://github.com/Effect-TS/effect/commit/a3997ea198d2c20cbc4e188b5695973c8a50d3b0; https://github.com/Effect-TS/effect/commit/aa09101f2d78fce635d84d1112fa30d51285ef11,
7792,fix(Layer): retain supplied inherited mock methods,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T00:23:07Z,,2026-09-03T04:31:36Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7792,,3,kitlangton=1; tim-smart=2,True,2,,Tim added and trimmed inherited-method regressions before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7791,https://github.com/Effect-TS/effect/commit/0b3b4c01177dc4bc50d6e1083d47a8fe078dc667; https://github.com/Effect-TS/effect/commit/80ccdcdca64406f1508acf7a15bfcb530c51680f; https://github.com/Effect-TS/effect/commit/ce1bf2ac29ee3f9ba3a56a75c41cd06f739da5a3,
7794,fix(Layer): avoid inventing thenables for mocked services,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T00:23:11Z,,2026-09-03T04:13:13Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7794,,2,kitlangton=1; tim-smart=1,True,2,,Tim narrowed the mocked-thenable regression before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7793,https://github.com/Effect-TS/effect/commit/6723db39c43d729b4e4ffb09437a16b8e140cf79; https://github.com/Effect-TS/effect/commit/5365ea00b74ab1a170abc5b0c5a41ce09e1b3db3,
7796,fix(Schema): preserve ArrayEnsure element branches and encoding cardinality,MERGED,merged,2026-09-03T01:46:28Z,2026-09-03T04:42:52Z,2026-09-03T04:42:52Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7796,53511efcd1c7a05d34b4c9a19c19ed317ebc5d4c,3,tim-smart=3,True,1,True,The retained branch is Tim-authored reproduction/fix/refactor commits; branch selection was simplified while preserving array-element identity and encoding cardinality.,No specific later follow-up identified.,7795,https://github.com/Effect-TS/effect/commit/e2e409153dd9d6a8cf85cf5b41f9433cd51c598c; https://github.com/Effect-TS/effect/commit/fc2fb83c300160f3a955d892953fdf832ebeccd8; https://github.com/Effect-TS/effect/commit/c180d8af382ed092e399faa0de7b452369d37ab5,db995df19b0381b64cc39b50aa28d7bd8f2c1294; 74dd9b3be8054a84f83941a08dc5879331a1e70b; fa6027b16e65376078e526fa33116ac0cc82485b
7798,fix(Channel): emit CR-terminated lines before pulling more input,MERGED,merged,2026-09-03T01:46:32Z,2026-09-03T05:27:57Z,2026-09-03T05:27:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7798,ec0c0875262fb81c7992f5023776b8fa894c49b6,3,kitlangton=1; tim-smart=2,True,0,True,Tim moved the CR-terminated line-delivery regression into Stream.test.ts and tightened the release note.,No specific later follow-up identified.,7797,https://github.com/Effect-TS/effect/commit/594eae7d09f018eae22883e9e146991d29ab9ee4; https://github.com/Effect-TS/effect/commit/d7f2015fdba4d378b7d4015cd44b245b33913631; https://github.com/Effect-TS/effect/commit/3d8c1dd0fa6f4364cd50c659e07eeee80f2efe61,b845b186379106c17ed4b1149e2462cd0d2d77b5
7800,fix(platform-bun): report Unix addresses for Unix socket servers,MERGED,merged,2026-09-03T01:46:37Z,2026-09-03T04:36:07Z,2026-09-03T04:36:07Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7800,d8776058bac7d9497b8654af1aec14ca80de4411,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated Unix-address reporting and landed a UnixAddress branch for Bun Unix-socket servers.,No specific later follow-up identified.,7799,https://github.com/Effect-TS/effect/commit/05601cac0bc63cbfbbbfe40f585e508d4839eee7; https://github.com/Effect-TS/effect/commit/00c19c01aa3fc0e3ba734f3133c322836b059a5c; https://github.com/Effect-TS/effect/commit/ca25095134bf51cf632e4165a7daa36dd700d8bb,6f6bd84fe03fbc0d777e8b518635e039b8a1e445; 1e92dbd26f5a74bb32103cbaac0f09460b7954de
7802,fix(cli): retain subcommand alias completion contexts,MERGED,merged,2026-09-03T01:46:41Z,2026-09-03T05:38:11Z,2026-09-03T05:38:12Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7802,a3f2b319343f28edb028270f7074066cea0ec429,3,kitlangton=1; tim-smart=2,True,2,True,Tim added alias completion coverage and aligned accepted completion aliases with the parser.,No specific later follow-up identified.,7801,https://github.com/Effect-TS/effect/commit/d794569f84c379c897fc447a00e65d11ad1261c2; https://github.com/Effect-TS/effect/commit/cff168bfb5708ca25768d33f5cdc1a39f6c77e26; https://github.com/Effect-TS/effect/commit/e6eb9c615f9b68f19417f145e6d9ae043c4ff5fc,
7804,fix(cli): include inherited shared flags in descendant completions,MERGED,merged,2026-09-03T01:46:46Z,2026-09-03T04:34:33Z,2026-09-03T04:34:33Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7804,310f8d3424a025ce1f1cc5c338232db2362052d8,1,kitlangton=1,False,1,True,One retained Kit-authored commit carrying ancestor shared flags into descendant completion descriptors.,No specific later follow-up identified.,7803,https://github.com/Effect-TS/effect/commit/e6b9596565c9ec9b93fd1af42de3cb3b6da70390,
7808,fix(platform-browser): return typed errors when subtle crypto is unavailable,MERGED,merged,2026-09-03T04:06:08Z,2026-09-03T06:41:43Z,2026-09-03T06:41:43Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7808,d84f865a48c9302b17254a500ae88bcc316b802c,2,kitlangton=1; tim-smart=1,True,0,True,Tim consolidated missing-subtle capability tests into the existing BrowserCrypto suite.,No specific later follow-up identified.,7807,https://github.com/Effect-TS/effect/commit/f1e1984809eb4c6378506f6379dcc080656dffb7; https://github.com/Effect-TS/effect/commit/c5e44a0d10fc9fed9bbb8aa55b6e32299ee187d8,
